culture_ar,culture_id,flooding_d,gie_id,gie_locati,lat_grp,lat_plot,lon_grp,lon_plot,parcel_cod,parcel_loc,phenologic,producer_i,production,state_name,2024-01-17,2024-01-22,2024-01-27,2024-02-01,2024-02-06,2024-02-11,2024-02-16,2024-02-21,2024-02-26,2024-03-02,2024-03-07,2024-03-12,2024-03-17,2024-03-22,2024-03-27,2024-04-01,2024-04-06,2024-04-11,2024-04-16,2024-04-21,2024-04-26,2024-05-01,2024-05-06,2024-05-11,2024-05-16,2024-05-21,2024-05-26,2024-05-31,2024-06-05,2024-06-10,2024-06-15,2024-06-20,2024-06-25,2024-06-30,2024-07-05,2024-07-10,2024-07-15,2024-07-20,2024-07-25,2024-07-30,flooding_date_rs
0.216212,6465,,c6213b84-4383-4f2e-b8ff-6a8cfc84ec5f,Gae,16.5761,16.5643775,-15.4467,-15.456133333333,SN0000000469,Gaé,Formation de la panicule,a41b28e0-9fa5-4624-a7d1-dfadac8df7b6,0.188376,Closure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-01-17
0.916514,14768,,0e28ca6c-6b34-4ed1-bc31-e818301b8adb,Rosso Sénégal,16.4455,16.4392525,-15.808,-15.818095,SN0000001144,Gaé 2,Sénescence,c1876b40-9aa0-488a-8d61-b7d740a5c1b6,0.585751,Closure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,2024-03-22
0.939,12555,,cdedc37d-8374-4447-8059-e030fc17d4d7,Kassack sud,16.3918,16.376706146809,-15.9962,-16.02029442809,SN0413200917,Gnith,Sénescence,95e6ab47-12fa-43e8-bfc4-8748babd59b1,0.46225929001744,Closure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,2024-03-12
0.620758,13250,,8831fd26-4ea5-456f-abf0-496bf0854835,Guede chantier,16.5108,16.615619166667,-14.6471,-14.644333333333,SN0000004155,Guede chantier,Développement des graines,5f4e94e4-3ee7-4415-b31f-eb1b8cc9d414,0.32119,Closure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,2024-04-06
0.528287,19643,,804e6e6d-a583-4819-bc91-e657fc58c24c,Guia,16.5955,16.5928741666667,-14.9289,-14.929365,SN0000005907,Guia,Maturation des graines,6c542b70-06f6-4eba-a87f-2028546ed1a3,0.282632,Closure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-01-17
0.411908,19642,,804e6e6d-a583-4819-bc91-e657fc58c24c,Guia,16.5955,16.5934816666667,-14.9289,-14.9293858333333,SN0000005906,Guia,Maturation des graines,6c542b70-06f6-4eba-a87f-2028546ed1a3,0.2647,Closure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-01-17
1.28312,21194,,87bdbe03-ae7d-4951-a929-a16451c2e137,Guia,16.5982,16.5946166666667,-14.9234,-14.9150725,SN0000006209,Guia,Épiaison,02545e14-604c-48b4-83a2-9cea77a5c12f,0.475485,Closure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-01-17
1.28355,20328,,87bdbe03-ae7d-4951-a929-a16451c2e137,Guia,16.5982,16.5909841666667,-14.9234,-14.9140566666667,SN0000006060,Guia,Développement des graines,005344fc-0682-498f-a8d9-2600342cbd96,0.49208,Closure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,2024-03-12
0.421,11715,,,,,16.366982942105,,-16.006818115493,SN0000001551,Kassack sud,Sénescence,7a1be60e-ce63-4968-bc5e-fdb0f91a96c2,0.25357392643818,Closure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,1.81,1.81,1.81,1.81,1.81,1.81,1.81,1.81,1.81,1.81,1.81,1.81,1.81,1.81,1.81,1.81,1.81,1.81,1.81,1.81,1.81,1.81,1.81,1.81,1.81,1.81,1.81,1.81,1.81,2024-03-12
0.375319,10272,,,,,16.382178333333,,-16.002710833333,SN0000003167,Kassack sud,Sénescence,160bf944-c3fa-47da-9a70-3e9b7a4b9092,0.266371,Closure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.55,0.55,0.55,0.57,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,2024-04-06
0.669975,10273,,,,,16.369650833333,,-15.997115,SN0000003168,Kassack sud,Sénescence,160bf944-c3fa-47da-9a70-3e9b7a4b9092,0.350414,Closure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2024-03-12
1.50244,10271,,,,,16.381228333333,,-16.0032775,SN0000003166,Kassack sud,Maturation des graines,160bf944-c3fa-47da-9a70-3e9b7a4b9092,0.52574,Closure,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,2024-02-16
2.99869,11913,,,,,16.402821563746,,-15.979673098773,SN0000003640,Kassack sud,Sénescence,160bf944-c3fa-47da-9a70-3e9b7a4b9092,0.751465,Closure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,2024-04-06
5.52362,10934,,05ff9b48-e069-4c76-8397-4078f6fb9ca7,Kassack sud,16.4033,16.398229166667,-15.9716,-15.9689275,SN0000000824,Kassack sud,Maturation des graines,5dc8100e-f3bf-450c-b923-240bbf39e5a7,1.0214,Closure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.83,8.78,8.78,8.78,8.78,9.27,9.27,9.29,10.61,10.61,10.61,10.84,10.84,10.84,10.84,10.84,10.84,10.84,10.84,10.84,10.84,10.84,10.84,10.84,10.84,10.84,10.84,10.84,10.84,10.84,10.84,10.84,2024-04-01
12.7929,10935,,05ff9b48-e069-4c76-8397-4078f6fb9ca7,Kassack sud,16.4033,16.3623275,-15.9716,-16.028575833333,SN0000000998,Kassack sud,Maturation des graines,5dc8100e-f3bf-450c-b923-240bbf39e5a7,1.45816,Closure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.74,4.74,8.6,8.6,11.82,13.32,13.32,13.33,13.52,13.52,13.52,13.52,13.52,13.52,13.52,13.52,13.52,13.52,13.52,13.52,13.52,13.52,13.52,13.52,13.52,13.52,13.52,13.52,13.52,2024-03-22
6.7115,10143,,0ab75750-059d-462c-a42a-bddcefa208e6,Kassack sud,16.2794,16.344552768431,-16.1458,-16.21210327372,SN0000002825,Kassack sud,Sénescence,1866842a-bc5d-408b-943a-1fb015652fce,1.4378073803097,Closure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.23,6.07,6.07,6.07,6.07,6.07,6.07,6.07,6.07,6.07,6.07,6.07,6.07,6.07,6.07,6.07,6.07,6.07,6.07,6.07,6.07,6.07,6.07,6.07,6.07,6.07,6.07,6.07,6.07,6.07,6.07,6.07,2024-03-02
5.6004,10141,,0ab75750-059d-462c-a42a-bddcefa208e6,Kassack sud,16.2794,16.345801029298,-16.1458,-16.210379451513,SN0000002823,Kassack sud,Maturation des graines,1866842a-bc5d-408b-943a-1fb015652fce,1.2378059316304,Closure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.47,5.6,5.6,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,2024-03-12
6.0455,10142,,0ab75750-059d-462c-a42a-bddcefa208e6,Kassack sud,16.2794,16.345200205702,-16.1458,-16.211214959621,SN0000002824,Kassack sud,Maturation des graines,1866842a-bc5d-408b-943a-1fb015652fce,1.3338493890312,Closure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,6.47,6.47,6.47,6.47,6.47,6.47,6.47,6.47,6.47,6.47,6.47,6.47,6.47,6.47,6.47,6.47,6.47,6.47,6.47,6.47,6.47,6.47,6.47,6.47,6.47,6.47,6.47,6.47,6.47,6.47,6.47,2024-03-02
6.2246,10144,,0ab75750-059d-462c-a42a-bddcefa208e6,Kassack sud,16.2794,16.343955480837,-16.1458,-16.212839540094,SN0000002826,Kassack sud,Sénescence,1866842a-bc5d-408b-943a-1fb015652fce,1.4734054551609,Closure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-01-17
0.4393,12605,,14f4a4e1-2924-4050-b815-70841471b45f,Kassack sud,16.3935,16.376369033006,-15.9973,-16.026836776573,SN0000003815,Kassack sud,Élongation de la tige principale,70192512-96e0-4704-b58d-5b85b311a691,0.32333898079669,Closure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,2024-05-21
0.943356,14586,,14f4a4e1-2924-4050-b815-70841471b45f,Kassack sud,16.3935,16.377458105621,-15.9973,-15.992442928255,SN0000004109,Kassack sud,Élongation de la tige principale,739707bc-c540-4ae4-b408-499d517c336f,0.316492,Closure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.35,0.35,0.37,0.37,0.37,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,2024-05-06
0.532765,12891,,14f4a4e1-2924-4050-b815-70841471b45f,Kassack sud,16.3935,16.3763575,-15.9973,-16.026365,SN0000003847,Kassack sud,Sénescence,e97ce67c-02e7-4fe0-a970-8af450b93243,0.387694,Closure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-01-17
0.3529,12560,,14f4a4e1-2924-4050-b815-70841471b45f,Kassack sud,16.3935,16.376975154399,-15.9973,-16.027324621807,SN0000003849,Kassack sud,Élongation de la tige principale,e0398719-eb1e-410b-bcf8-bccb3726751b,0.31744626302446,Closure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.16,8.16,8.16,8.16,9.28,9.28,9.28,9.28,9.28,9.28,9.28,9.28,9.28,9.28,9.28,9.28,9.28,9.28,9.28,9.28,9.28,9.28,9.28,9.28,9.28,9.28,9.28,9.28,9.28,9.28,9.28,2024-03-22
1.0679,12559,,14f4a4e1-2924-4050-b815-70841471b45f,Kassack sud,16.3935,16.377143533157,-15.9973,-16.026507876759,SN0000003851,Kassack sud,Montaison,08912953-8cf1-4241-bbd1-c53d3c8d8475,0.51498453316376,Closure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.93,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,2024-04-06
2.3825,13540,,14f4a4e1-2924-4050-b815-70841471b45f,Kassack sud,16.3935,16.380263573042,-15.9973,-15.989490989596,SN0000004105,Kassack sud,Élongation de la tige principale,abd1d742-b927-4c79-8c29-00888a80cb5f,0.69092091601368,Closure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,2024-03-22
2.4339,11637,,14f4a4e1-2924-4050-b815-70841471b45f,Kassack sud,16.3935,16.372251560236,-15.9973,-16.002332086171,SN0000001682,Kassack sud,Maturation des graines,e97ce67c-02e7-4fe0-a970-8af450b93243,0.618484867600089,Closure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,1.02,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,2024-03-12
0.484,12595,,14f4a4e1-2924-4050-b815-70841471b45f,Kassack sud,16.3935,16.377081289707,-15.9973,-16.029533147575,SN0000003848,Kassack sud,Élongation de la tige principale,739707bc-c540-4ae4-b408-499d517c336f,0.39832835987366,Closure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-01-17
0.9573,12596,,14f4a4e1-2924-4050-b815-70841471b45f,Kassack sud,16.3935,16.376379880452,-15.9973,-16.025566309581,SN0000003853,Kassack sud,Sénescence,de2ccc03-881e-4b03-8973-9dc971a4816e,0.49438101555293,Closure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-01-17
1.1669,12600,,14f4a4e1-2924-4050-b815-70841471b45f,Kassack sud,16.3935,16.37632721915,-15.9973,-16.029431223797,SN0000003818,Kassack sud,Tallage,88628d89-aa61-4102-8f4a-c5d87aa63d95,0.68842002431963,Closure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-01-17
0.3783,12601,,14f4a4e1-2924-4050-b815-70841471b45f,Kassack sud,16.3935,16.376894601208,-15.9973,-16.029992260051,SN0000003820,Kassack sud,Tallage,1be295db-a919-4b73-a970-e648b25d45d9,0.31506265357397,Closure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-01-17
0.3126,12557,,14f4a4e1-2924-4050-b815-70841471b45f,Kassack sud,16.3935,16.376358506423,-15.9973,-16.027568876115,SN0000003817,Kassack sud,Développement des graines,253e25e0-b2e8-4c6a-ad5a-805fcc2f31de,0.34871118804078,Closure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-01-17
0.4639,12556,,14f4a4e1-2924-4050-b815-70841471b45f,Kassack sud,16.3935,16.377068422727,-15.9973,-16.029505431634,SN0000003819,Kassack sud,Tallage,aa141d06-7537-4b23-9ce6-e08c4a939ee4,0.38505297195853,Closure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-01-17
0.572154,13543,,14f4a4e1-2924-4050-b815-70841471b45f,Kassack sud,16.3935,16.380326666667,-15.9973,-15.990845,SN0000004101,Kassack sud,Élongation de la tige principale,a0423dc3-8d99-4488-bfe2-98a4ee5e41ff,0.296673,Closure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,2024-03-12
0.933086,13544,,14f4a4e1-2924-4050-b815-70841471b45f,Kassack sud,16.3935,16.3795275,-15.9973,-15.99087,SN0000004102,Kassack sud,Élongation de la tige principale,a0423dc3-8d99-4488-bfe2-98a4ee5e41ff,0.375682,Closure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,2024-03-12
0.2814,13539,,14f4a4e1-2924-4050-b815-70841471b45f,Kassack sud,16.3935,16.379079586751,-15.9973,-15.991801175209,SN0000004104,Kassack sud,Montaison,7838efdc-fd15-451a-882a-5ed5ae0d03bc,0.26689618562052,Closure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,2024-03-12
0.5004,24493,,14f4a4e1-2924-4050-b815-70841471b45f,Kassack sud,16.3935,16.378645042382,-15.9973,-16.0296925902,SN0000004033,Kassack sud,Maturation des graines,02efc957-23d9-4a98-b7e9-5c019ca321cc,0.34351570478882,Closure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,2024-03-02
1.5175,11651,,14f4a4e1-2924-4050-b815-70841471b45f,Kassack sud,16.3935,16.37567674703,-15.9973,-16.000713495475,SN0000001685,Kassack sud,"Floraison, anthèse",c2f045c5-8298-4894-ab2e-b671e3a91bad,0.60652141159925,Closure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,2024-03-22
1.9535,11649,,14f4a4e1-2924-4050-b815-70841471b45f,Kassack sud,16.3935,16.372602406126,-15.9973,-16.003890633656,SN0000001683,Kassack sud,Maturation des graines,2aed217b-2468-40c0-bef0-36619cb9cbeb,0.54869191604843,Closure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-01-17
0.6184,24492,,14f4a4e1-2924-4050-b815-70841471b45f,Kassack sud,16.3935,16.378629888173,-15.9973,-16.031049191733,SN0000004034,Kassack sud,Sénescence,3a48637a-6202-489a-8ed9-e88516692983,0.37683789729649,Closure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-01-17
0.263956,13545,,14f4a4e1-2924-4050-b815-70841471b45f,Kassack sud,16.3935,16.372708534078,-15.9973,-15.997207034379,SN0000004106,Kassack sud,Élongation de la tige principale,88628d89-aa61-4102-8f4a-c5d87aa63d95,0.186032,Closure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-01-17
0.3783,24477,,14f4a4e1-2924-4050-b815-70841471b45f,Kassack sud,16.3935,16.376894601208,-15.9973,-16.029992260051,SN0000003820,Kassack sud,,1be295db-a919-4b73-a970-e648b25d45d9,0.31506265357397,Closure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.22,0.47,0.47,0.47,0.62,0.62,0.62,0.62,0.62,0.62,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,2024-05-21
1.0578,11904,,1d8775ee-cae8-415d-a674-32c4d035ada6,Nadiel I,16.3999,16.3805416666667,-16.0771,-16.0140533333333,SN0000003629,Kassack sud,Développement des graines,287e6fd7-970b-495b-9b3f-60f09c47828f,0.43401366012906,Closure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-01-17
1.02684,11902,,1d8775ee-cae8-415d-a674-32c4d035ada6,Nadiel I,16.3999,16.3788416666667,-16.0771,-16.0141633333333,SN0413200925,Kassack sud,,287e6fd7-970b-495b-9b3f-60f09c47828f,0.411335,Closure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-01-17
1.79483,10270,,1d8775ee-cae8-415d-a674-32c4d035ada6,Nadiel I,16.3999,16.3851133333333,-16.0771,-16.000075,SN0000003165,Kassack sud,Sénescence,b38e65c6-e4bc-403e-ab78-a8d9d50a5065,0.630114,Closure,0.0,0.0,0.0,0.0,0.01,0.01,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,2024-02-16
2.0221,24469,,24617b1a-5ad5-4cb9-bd84-18a6b7027d38,Kassack sud,16.3945,16.393694339654,-15.998,-15.979251861645,SN0000001618,Kassack sud,,6c7f03f9-c235-4d79-accb-9f928227118a,0.749054532094869,Closure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,2024-02-26
2.0221,11713,,24617b1a-5ad5-4cb9-bd84-18a6b7027d38,Kassack sud,16.3945,16.393694339654,-15.998,-15.979251861645,SN0000001618,Kassack sud,Maturation des graines,6c7f03f9-c235-4d79-accb-9f928227118a,0.749054532094869,Closure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.36,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,2024-03-22
0.5823,11712,,24617b1a-5ad5-4cb9-bd84-18a6b7027d38,Kassack sud,16.3945,16.388652305786,-15.998,-15.982418358362,SN0000001617,Kassack sud,,6c7f03f9-c235-4d79-accb-9f928227118a,0.41258015166603,Closure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.26,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,2024-03-12
