,ID,LatNP,Latitude,LonNP,Longitude,nasapid,geometry,aoi_area,2023-01-17,2023-01-22,2023-01-27,2023-02-01,2023-02-06,2023-02-11,2023-02-16,2023-02-21,2023-02-26,2023-03-03,2023-03-08,2023-03-13,2023-03-18,2023-03-23,2023-03-28,2023-04-02,2023-04-07,2023-04-12,2023-04-17,2023-04-22,2023-04-27,2023-05-02,2023-05-07,2023-05-12,2023-05-17,2023-05-22,2023-05-27,2023-06-01,2023-06-06,2023-06-11,2023-06-16,2023-06-21,2023-06-26,2023-07-01,flooding_date
40,5492684,15.75,15.95833333,-16.25,-16.375,152248,"MULTIPOLYGON (((-16.25 16, -16.25 16.083333333333428, -16.16666666666663 16.083333333333428, -16.16666666666663 16, -16.25 16)))",150.92,11.77,15.38,15.42,15.42,15.42,15.42,15.5,15.5,15.5,15.52,15.52,15.52,15.52,15.53,15.53,19.98,19.98,19.98,19.98,20.1,20.1,20.1,20.1,20.1,20.1,20.1,20.27,20.27,34.93,34.93,34.93,34.93,36.57,36.57,26-06-23
41,5492683,15.75,15.95833333,-16.25,-16.45833333,152248,"MULTIPOLYGON (((-15.833333333333314 16.33333333333337, -15.833333333333314 16.41666666666663, -15.75 16.41666666666663, -15.75 16.33333333333337, -15.833333333333314 16.33333333333337)))",3360.76,63.36,72.51,73.25,73.25,73.53,73.53,89.6,89.6,89.6,89.96,89.96,90.05,90.05,91.6,91.6,134.94,134.94,134.94,135.54,136.6,136.6,137.13,137.13,137.29,138.43,138.43,138.97,138.97,155.29,155.29,155.29,155.29,160.18,160.18,23-03-23
42,5522926,16.75,16.54166667,-16.25,-16.20833333,153688,"MULTIPOLYGON (((-16.333333333333314 16, -16.333333333333314 16.083333333333428, -16.25 16.083333333333428, -16.25 16, -16.333333333333314 16)))",5625.43,27.25,28.07,28.07,28.12,101.71,101.71,101.71,112.74,112.74,152.04,210.88,210.88,210.88,535.89,571.87,601.72,601.72,601.72,603.39,603.39,610.39,610.39,610.39,610.91,610.91,612.41,612.41,612.41,614.01,614.01,614.01,614.01,614.01,614.01,06-06-23
43,5522925,16.75,16.54166667,-16.25,-16.29166667,153688,"MULTIPOLYGON (((-15.916666666666686 16.33333333333337, -15.916666666666686 16.41666666666663, -15.833333333333314 16.41666666666663, -15.833333333333314 16.33333333333337, -15.916666666666686 16.33333333333337)))",7818.43,11.51,12.45,12.45,12.55,287.38,287.38,287.38,287.49,287.51,314.63,327.23,327.23,327.23,391.59,402.31,404.69,404.69,404.69,414.67,414.67,418.79,418.79,418.79,422.98,422.98,426.74,426.74,426.74,432.57,432.57,432.57,432.6,432.85,432.85,26-06-23
44,5522927,16.75,16.54166667,-16.25,-16.125,153688,"MULTIPOLYGON (((-16 16.33333333333337, -16 16.41666666666663, -15.916666666666686 16.41666666666663, -15.916666666666686 16.33333333333337, -16 16.33333333333337)))",8593.29,35.86,39.25,39.25,39.25,100.98,100.98,100.98,156.66,156.66,232.39,433,433,433,660.62,695.01,818.2,818.2,818.2,865.07,865.07,909.29,909.29,909.29,922.61,922.61,948.97,948.97,948.97,963.33,963.33,963.33,963.37,963.75,963.75,26-06-23
45,5522930,16.75,16.54166667,-15.75,-15.875,153689,"MULTIPOLYGON (((-16.416666666666686 16.25, -16.416666666666686 16.33333333333337, -16.333333333333314 16.33333333333337, -16.333333333333314 16.25, -16.416666666666686 16.25)))",2939.01,17.51,18.37,18.37,18.37,25.44,25.44,34.36,34.36,192.79,195.7,226.93,227.66,227.66,249.13,249.13,250.32,250.32,250.32,256.69,256.69,257.98,257.98,258.38,258.5,258.5,258.5,258.5,258.5,258.52,258.52,258.52,258.55,258.55,258.56,16-02-23
46,5522934,16.75,16.54166667,-15.75,-15.54166667,153689,"MULTIPOLYGON (((-16.416666666666686 15.916666666666742, -16.416666666666686 16, -16.333333333333314 16, -16.333333333333314 15.916666666666742, -16.416666666666686 15.916666666666742)))",1657.07,22.97,23.46,24.16,24.16,26.41,26.41,35.85,35.85,36.53,36.53,54.11,54.4,54.4,85.7,85.7,104.44,104.44,105.11,106.74,106.74,108.98,108.98,109.66,111.23,111.23,111.39,111.39,111.63,112.52,112.52,112.65,112.66,112.66,112.66,23-03-23
47,5522933,16.75,16.54166667,-15.75,-15.625,153689,"MULTIPOLYGON (((-16.08333333333337 16.25, -16.08333333333337 16.33333333333337, -16 16.33333333333337, -16 16.25, -16.08333333333337 16.25)))",8611.84,10.2,10.82,10.94,10.94,11.33,11.33,15.84,15.84,16.45,16.45,21.13,21.15,21.15,30.66,30.66,121.59,121.59,121.59,122.12,122.12,122.34,122.34,122.64,122.78,122.78,122.86,122.86,122.86,123.18,123.18,123.18,123.18,123.18,123.21,23-03-23
48,5522931,16.75,16.54166667,-15.75,-15.79166667,153689,"MULTIPOLYGON (((-16.5 15.916666666666742, -16.5 16, -16.416666666666686 16, -16.416666666666686 15.916666666666742, -16.5 15.916666666666742)))",7811.43,4.74,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.79,4.79,4.79,4.79,4.79,4.79,4.79,4.8,4.8,4.8,4.8,4.8,4.81,4.81,4.81,4.81,4.81,4.81,4.81,4.81,4.95,4.95,4.95,4.95,4.95,4.96,01-07-23
49,5527255,16.75,16.625,-15.25,-15.45833333,153690,"MULTIPOLYGON (((-16.16666666666663 16.25, -16.16666666666663 16.33333333333337, -16.08333333333337 16.33333333333337, -16.08333333333337 16.25, -16.16666666666663 16.25)))",8611.84,3.67,3.7,3.7,3.7,3.74,3.74,3.74,3.74,3.75,3.75,3.78,3.78,3.78,9.95,9.95,9.95,9.95,9.95,9.95,9.95,9.95,9.95,9.97,9.97,9.97,9.98,9.98,9.98,9.99,9.99,9.99,9.99,9.99,9.99,06-06-23
50,5522936,16.75,16.54166667,-15.25,-15.375,153690,"MULTIPOLYGON (((-16.25 16.25, -16.25 16.33333333333337, -16.16666666666663 16.33333333333337, -16.16666666666663 16.25, -16.25 16.25)))",8602.56,11.34,11.42,11.51,11.51,11.68,11.68,42.08,42.08,42.51,42.51,42.87,42.87,42.87,251.69,251.69,359.12,359.12,359.85,374.71,374.71,402.32,402.32,417.01,420.43,420.43,420.81,420.81,420.87,421.43,421.43,421.44,421.45,421.45,421.47,01-07-23
51,5522935,16.75,16.54166667,-15.25,-15.45833333,153690,"MULTIPOLYGON (((-16.333333333333314 16.25, -16.333333333333314 16.33333333333337, -16.25 16.33333333333337, -16.25 16.25, -16.333333333333314 16.25)))",8611.84,14.57,14.69,14.81,14.81,16.08,16.08,306.68,306.68,308.19,308.19,443.22,445.82,445.82,827.49,827.49,984.97,984.97,998.03,1028.3,1028.3,1045.19,1045.19,1049.7,1053.35,1053.35,1054.47,1054.47,1055.58,1058.4,1058.4,1058.45,1059.4,1059.4,1059.63,12-04-23
